彖	彑 bj
𥝖	禾乙 xa
𥝘	禾夕 xl
𥝟	禾土 xg
𥝢	禾 xp
𥝥	禾及 xc
𥝦	禾土 xg
𥝧	禾巴 xm
𥝸	禾水 xk
𥝹	禾斤 xt
𥝿	禾口 xd
𥞁	禾丨 xg
𥞃	禾凵 xm
𥞄	禾片 xa
𥞅	禾匕 xv
𥞊	禾未 xa
𥞍	禾可 xz
𥞎	禾巾 xr
𥞏	禾儿 xp
𥞒	禾匕 xv
𥞘	禾子 xh
𥞚	禾口 xd
𥞛	禾木 xe
𥞧	禾行 xp
𥞩	禾廾 xl
𥞪	禾米 xp
𥞯	禾丷 xh
𥞲	禾刂 xp
𥞴	禾口 xd
𥞵	禾人 xj
𥞺	禾足 xp
𥞼	禾月 xv
𥟍	禾 xr
𥟒	禾又 xr
𥟓	禾㠯 xk
𥟕	禾欠 xe
𥟘	禾 xe
𥟪	禾毛 xv
𥟶	禾⺋ xz
𥟽	禾至 xy
𥟾	禾古 xc
𥟿	夕女 lb
𥠀	禾生 xl
𥠁	禾口 xd
𥠃	禾幺 xi
𥠄	禾而 xl
𥠅	禾大 xm
𥠈	禾卩 xz
𥠉	禾刂 xp
𥠊	禾木 xe
𥠛	禾攵 xh
𥠩	禾⺗ xh
𥠱	禾虎 xz
𥠲	禾木 xe
𥠳	禾 xf
𥠴	禾匕 xv
𥠶	禾 xr
𥠷	禾田 xq
𥠹	禾木 xe
𥠽	禾攵 xh
𥡜	禾糸 xi
𥡝	禾 xb
𥡟	禾臼 xp
𥡠	禾乂 xb
𥡢	禾十 xn
𥡣	禾龶 xa
𥡤	禾灬 xc
𥡪	禾立 xi
𥡬	禾龰 xs
𥡭	千女 lb
𥡴	禾日 xo
𥡽	禾夊 xh
𥢇	禾束 xx
𥢌	禾田 xq
𥢍	禾辛 xn
𥢎	禾寸 xk
𥢐	禾十 xn
𥢑	禾口 xd
𥢒	禾力 xs
𥢔	禾十 xn
𥢦	禾灬 xc
𥢶	禾曰 xo
𥢷	禾田 xq
𥢸	禾亾 xf
𥢹	禾攵 xh
𥢻	禾示 xf
𥢽	禾米 xp
𥣆	禾禾 xx
𥣈	禾八 xh
𥣋	禾虫 xc
𥣌	禾用 xt
𥣗	禾丁 xa
𥣘	禾犬 xm
𥣛	禾豕 xj
𥣝	禾禾 xx
𥣟	禾灬 xc
𥣩	禾戈 xp
𥣫	禾丶 xi
𥣮	禾卩 xz
𥣯	禾夂 xh
𥤐	禾土 xg
𥤗	禾黑 xp
𥤘	禾又 xr
𥤞	禾人 xj
𥤟	禾皿 xa
𥤣	了 er
𥤤	几 eo
𥤥	穴七 er
𥤦	穴又 er
𥤨	女 eb
𥤩	亡 ef
𥤱	干 ee
𥤸	儿 ep
𥤺	手 eu
𥤻	匕 ev
𥤼	水 ek
𥥅	穴乚 ea
𥥈	厶 ek
𥥊	皿 ea
𥥋	龴 ek
𥥌	夫 eh
𥥍	丷 eh
𥥏	巾 er
𥥝	穴用 et
𥥟	穴瓦 er
𥥠	⺋ ez
𥥡	八 eh
𥥥	 eb
𥥧	老 eq
𥥩	口 ed
𥥱	穴匕 ev
𥥳	穴舟 ei
𥥴	穴衣 et
𥥵	穴羊 eg
𥥶	廴 eu
𥥷	豆 ez
𥥸	 ex
𥥽	丶 ei
𥥿	穴火 ec
𥦀	見 ee
𥦁	 et
𥦊	土 eg
𥦌	廾 el
𥦔	穴欠 ee
𥦘	穴子 eh
𥦜	月 ev
𥦝	木 ee
𥦟	 eh
𥦢	阝 et
𥦥	人 ej
𥦨	金 ez
𥧂	穴刂 ep
𥧇	斗 ej
𥧋	穴廾 el
𥧑	穴八 eh
𥧓	馬 en
𥧕	穴 eo
𥧙	未 ea
𥧚	土 eg
𥧡	穴貝 eo
𥧣	穴木 ee
𥧤	穴大 em
𥧧	穴皿 ea
𥧫	穴阝 et
𥧬	土 eg
𥧭	又 er
𥧰	瓜 ey
𥧱	 et
𥧴	氺 ek
𥧷	木 ee
𥧻	丶 ei
𥨍	夊 eh
𥨕	生 el
𥨜	土犬 gm
𥨝	穴又 er
𥨪	巴 em
𥨳	革 et
𥨻	止 es
𥨿	攵 eh
𥩀	木 ee
𥩒	火 ec
𥩔	人 ej
𥩖	立卜 iy
𥩗	立儿 ip
𥩙	立巴 im
𥩝	立手 iu
𥩢	立且 if
𥩣	立王 in
𥩤	立可 iz
𥩱	立戈 ip
𥩲	立亥 ik
𥪀	立甫 in
𥪂	立人 ij
𥪊	立凵 im
𥪋	立氺 ik
𥪌	立⺗ ih
𥪍	立女 ib
𥪏	立又 ir
𥪘	立㇗ ia
𥪚	立夊 ih
𥪢	立八 ih
𥪦	立大 im
𥪧	立衣 it
𥪫	立夕 il
𥪯	立儿 ip
𥫂	勹里 nd
𥫃	立戈 ip
𥫎	立貝 io
𥫙	⺮丁 ra
𥫛	⺮厶 rk
𥫜	⺮乂 rb
𥫝	⺮弋 rp
𥫞	⺮子 rh
𥫟	⺮己 rv
𥫢	⺮丶 ri
𥫯	⺮丨 rg
𥫰	⺮六 ra
𥫱	⺮ rs
𥫳	⺮方 rl
𥫴	⺮巾 rr
𥫵	⺮丶 ri
𥫶	⺮ rp
𥫷	⺮九 rk
𥫸	⺮水 rk
𥫹	⺮ rp
𥫼	⺮亠 rz
𥫽	⺮氏 rb
𥬆	⺮井 rq
𥬈	⺮人 rj
𥬉	⺮厶 rk
𥬍	⺮山 rv
𥬎	⺮木 re
𥬐	⺮丨 rg
𥬒	⺮丶 ri
𥬓	⺮力 rs
𥬔	⺮厶 rk
𥬕	⺮土 rg
𥬙	⺮コ rn
𥬜	⺮ rv
𥬝	⺮白 ru
𥬪	⺮𠂇 rn
𥬫	⺮㐄 rv
𥬬	⺮巾 rr
𥬭	⺮刂 rp
𥬮	⺮工 ru
𥬯	⺮ㄅ ra
𥬰	⺮ ri
𥬱	⺮儿 rp
𥬲	⺮木 re
𥬳	⺮匕 rv
𥬴	⺮羊 rg
𥬼	⺮刂 rp
𥭋	⺮夕 rl
𥭌	⺮七 rr
𥭐	⺮寸 rk
𥭑	⺮丶 ri
𥭒	⺮ rs
𥭓	⺮丶 ri
𥭔	⺮刂 rp
𥭖	⺮丶 ri
𥭘	⺮巾 rr
𥭙	⺮㇗ ra
𥭚	⺮口 rd
𥭜	⺮心 rh
𥭝	⺮丿 rt
𥭞	⺮⺼ rv
𥭠	⺮口 rd
𥭡	⺮心 rh
𥭥	⺮虫 rc
𥭫	⺮小 ry
𥭬	⺮七 rr
𥭭	⺮土 rg
𥮍	⺮王 rn
𥮎	⺮廾 rl
𥮏	⺮ rh
𥮐	⺮口 rd
𥮒	⺮口 rd
𥮕	⺮几 ro
𥮗	⺮米 rp
𥮘	⺮心 rh
𥮝	⺮凵 rm
𥮣	⺮木 re
𥮤	⺮氺 rk
𥮥	⺮斤 rt
𥮧	⺮木 re
𥮨	⺮心 rh
𥮪	⺮⺝ rv
𥮬	⺮ re
𥮯	⺮大 rm
𥯃	⺮乚 ra
𥯑	⺮土 rg
𥯔	⺮⽱ rv
𥯕	⺮ re
𥯖	⺮又 rr
𥯘	⺮阝 rt
𥯙	⺮力 rs
𥯚	⺮各 rs
𥯛	⺮各 rs
𥯝	⺮犬 rm
𥯞	⺮子 rh
𥯟	⺮丰 ra
𥯡	⺮匕 rv
𥯢	⺮丁 ra
𥯤	⺮韋 rg
𥯥	⺮臼 rp
𥯦	⺮廴 ru
𥯨	⺮心 rh
𥯩	⺮斤 rt
𥯪	⺮大 rm
𥯬	⺮大 rm
𥯮	⺮人 rj
𥯳	⺮ㄅ ra
𥯶	⺮古 rc
𥯸	⺮王 rn
𥯾	⺮舌 ra
𥰛	⺮子 rh
𥰜	⺮ rw
𥰝	⺮心 rh
𥰞	⺮又 rr
𥰟	⺮ rt
𥰡	⺮攵 rh
𥰢	⺮羽 rz
𥰣	⺮田 rq
𥰥	⺮大 rm
𥰦	⺮支 rc
𥰧	⺮可 rz
𥰨	⺮刂 rp
𥰪	⺮手 ru
𥰭	⺮工 ru
𥰮	⺮可 rz
𥰱	⺮虫 rc
𥰲	⺮八 rh
𥰳	⺮丶 ri
𥰶	⺮口 rd
𥰻	⺮口 rd
𥰼	⺮糸 ri
𥰾	⺮乍 rw
𥱀	⺮ㄅ ra
𥱁	⺮大 rm
𥱂	⺮水 rk
𥱃	⺮辶 ru
𥱧	⺮禾 rx
𥱨	⺮糸 ri
𥱵	⺮白 ru
𥱶	⺮乂 rb
𥱷	⺮貝 ro
𥱸	⺮口 rd
𥱹	⺮大 rm
𥱻	⺮辶 ru
𥱼	⺮十 rn
𥱽	⺮⺋ rz
𥲀	⺮木 re
𥲁	⺮瓦 rr
𥲂	⺮干 re
𥲃	⺮攵 rh
𥲄	⺮火 rc
𥲅	⺮心 rh
𥲆	⺮辶 ru
𥲇	⺮ rp
𥲈	⺮㒳 rm
𥲉	⺮ rn
𥲊	⺮卯 rb
𥲋	⺮幺 ri
𥲍	⺮曰 ro
𥲎	⺮土 rg
𥲏	⺮殳 rr
𥲐	⺮口 rd
𥲑	⺮又 rr
𥲕	⺮糸 ri
𥲗	⺮疋 rt
𥲚	⺮示 rf
𥲛	⺮寸 rk
𥲜	⺮皿 ra
𥲝	⺮皮 rr
𥲟	⺮丶 ri
𥲠	⺮王 rn
𥲡	⺮心 rh
𥲢	⺮木 re
𥲣	⺮斤 rt
𥲥	⺮皿 ra
𥲦	⺮丷 rh
𥲧	⺮木 re
𥲪	⺮厂 rx
𥳆	⺮攵 rh
𥳇	⺮夊 rh
𥳈	⺮毛 rv
𥳉	⺮阝 rt
𥳋	⺮⺗ rh
𥳌	⺮生 rl
𥳍	⺮寸 rk
𥳏	⺮丶 ri
𥳐	⺮廾 rl
𥳒	⺮口 rd
𥳓	⺮⺝ rv
𥳔	⺮⺼ rv
𥳕	⺮予 ri
𥳖	⺮口 rd
𥳗	⺮頁 rw
𥳘	⺮里 rd
𥳚	⺮灬 rc
𥳜	⺮ re
𥳝	⺮心 rh
𥳞	⺮㐄 rv
𥳠	⺮辶 ru
𥳡	⺮貝 ro
𥳢	⺮大 rm
𥳣	⺮又 rr
𥳥	⺮ rt
𥳪	⺮辶 ru
𥳫	⺮⺼ rv
𥳬	⺮黑 rp
𥳯	⺮日 ro
𥳰	⺮寸 rk
𥳱	⺮儿 rp
𥳲	⺮立 ri
𥳳	⺮ rt
𥳴	⺮殳 rr
𥳵	⺮巴 rm
𥳶	⺮手 ru
𥳷	⺮刂 rp
𥳸	⺮見 re
𥳹	⺮貝 ro
𥳺	⺮心 rh
𥴐	⺮工 ru
𥴑	⺮生 rl
𥴒	竹竹 rr
𥴕	⺮酉 ry
𥴖	⺮十 rn
𥴡	⺮豆 rz
𥴤	⺮廴 ru
𥴦	⺮辶 ru
𥴧	⺮豕 rj
𥴨	⺮夂 rh
𥴩	⺮鬲 rn
𥴪	⺮辶 ru
𥴫	⺮殳 rr
𥴬	⺮辛 rn
𥴭	⺮亾 rf
𥴮	⺮寸 rk
𥴯	⺮鬼 ra
𥴱	⺮灬 rc
𥴴	⺮句 rg
𥴵	⺮虫 rc
𥴺	⺮心 rh
𥴻	⺮口 rd
𥴿	⺮口 rd
𥵏	⺮王 rn
𥵒	⺮見 re
𥵜	⺮㇏ ri
𥵝	⺮頁 rw
𥵟	⺮日 ro
𥵠	⺮殳 rr
𥵣	⺮而 rl
𥵤	⺮十 rn
𥵦	⺮⺼ rv
𥵧	⺮皿 ra
𥵨	⺮方 rl
𥵪	⺮廾 rl
𥵬	⺮彡 re
𥵯	⺮疋 rt
𥵶	⺮舌 ra
𥶅	⺮田 rq
𥶆	⺮口 rd
𥶇	⺮日 ro
𥶈	⺮皮 rr
𥶌	⺮心 rh
𥶍	⺮又 rr
𥶏	⺮口 rd
𥶐	⺮貝 ro
𥶑	⺮ rq
𥶒	⺮㐄 rv
𥶓	⺮匕 rv
𥶔	⺮灬 rc
𥶕	⺮舌 ra
𥶗	⺮米 rp
𥶛	⺮ rt
𥶜	⺮辛 rn
𥶢	⺮ rp
𥶵	⺮殳 rr
𥶶	⺮米 rp
𥶷	⺮辶 ru
𥶺	⺮木 re
𥶻	⺮辶 ru
𥶽	⺮韋 rg
𥶿	⺮臼 rp
𥷀	⺮灬 rc
𥷁	⺮辛 rn
𥷃	⺮木 re
𥷄	⺮ rf
𥷅	⺮火 rc
𥷆	⺮殳 rr
𥷇	⺮口 rd
𥷈	⺮里 rd
𥷔	⺮ rh
𥷕	⺮木 re
𥷖	⺮瓦 rr
𥷗	⺮氺 rk
𥷙	⺮刂 rp
𥷚	⺮言 rs
𥷜	⺮虫 rc
𥷞	⺮ rh
𥷨	⺮耳 rq
𥷪	⺮一 rf
𥷫	⺮口 rd
𥷮	⺮寸 rk
𥷱	⺮夊 rh
𥷹	竹竹 rr
𥷼	⺮足 rp
𥸃	⺮殳 rr
𥸈	⺮黑 rp
𥸉	⺮木 re
𥸊	⺮頁 rw
𥸗	⺮鹿 rx
𥸘	⺮又 rr
𥸚	⺮見 re
𥸡	⺮貝 ro
𥸢	⺮虫 rc
𥸣	⺮言 rs
𥸤	⺮頁 rw
𥸧	米丁 pa
𥸪	米人 pj
𥸬	米阝 pt
𥸲	米弓 pb
𥸵	米 ps
𥹁	米乍 pw
𥹂	米一 pf
𥹆	米 pv
𥹇	米廾 pl
𥹊	米四 py
𥹋	米口 pd
𥹓	米厶 pk
𥹖	米皮 pr
𥹚	米一 pf
𥹜	米乂 pb
𥹠	米夕 pl
𥹩	米寸 pk
𥹫	米米 pp
𥹬	米ㄅ pa
𥹱	米力 ps
𥹲	米儿 pp
𥹳	米儿 pp
𥹴	米 ps
𥹵	米束 px
𥹶	米⺼ pv
𥹸	米子 ph
𥺉	米豆 pz
𥺊	米口 pd
𥺚	米斤 pt
𥺝	米口 pd
𥺞	米⺝ pv
𥺣	米土 pg
𥺴	米心 ph
𥺵	米⺝ pv
𥺷	米凵 pm
𥻄	米白 pu
𥻇	米口 pd
𥻉	米亾 pf
𥻍	米日 po
𥻒	米米 pp
𥻝	米里 pd
𥻞	米各 ps
𥻤	米 ps
𥻥	米鬲 pn
𥻦	㐅米 bp
𥻧	米 pc
𥻨	米糸 pi
𥻩	米六 pa
𥻮	米辛 pn
𥻾	米及 pc
𥼀	米小 py
𥼃	米貝 po
𥼘	米丶 pi
𥼚	米灬 pc
𥼞	米灬 pc
𥼩	米貝 po
𥼪	米日 po
𥼫	米米 pp
𥼬	米米 pp
𥼮	米米 pp
𥼻	米貝 po
𥼼	米攵 ph
𥽁	米欠 pe
𥽒	米木 pe
𥽗	米木 pe
𥽘	米丶 pi
𥽟	米夂 ph
𥽬	米一 pf
𥽰	米米 pp
𥽳	耳 pq
𥾂	米人 pj
𥾅	糹十 in
𥾇	糹了 ir
𥾊	糹几 io
𥾋	糹乃 iv
𥾌	糹㇀ if
𥾍	糹干 ie
𥾐	糹弋 ip
𥾓	糹丨 ig
𥾕	糹儿 ip
𥾚	糹几 io
𥾛	糹刀 ip
𥾣	糹支 ic
𥾨	糹气 iv
𥾮	糹戈 ip
𥾹	糹手 iu
𥾼	糹了 ir
𥿅	矢糸 oi
𥿆	糹口 id
𥿇	糹疋 it
𥿉	糹木 ie
𥿊	糹丶 ii
𥿋	糹廾 il
𥿍	糹古 ic
𥿑	糹冊 ii
𥿜	糹小 iy
𥿞	糹也 ie
𥿦	糹舟 ii
𥿧	糹口 id
𥿨	糹口 id
𥿪	糹 io
𥿫	糹夕 il
𥿭	糹厶 ik
𥿮	糹工 iu
𥿰	糹木 ie
𥿴	糹木 ie
𥿷	糹丶 ii
𥿺	糹女 ib
𦀇	糹土 ig
𦀓	糹辛 in
𦀕	糹巴 im
𦀖	糹力 is
𦀘	糹土 ig
𦀛	糹丿 it
𦀜	糹士 ig
𦀡	糹口 id
𦀣	丿糸 ti
𦀨	糹阝 it
𦁄	糹辰 if
𦁇	糹心 ih
𦁈	糹土 ig
𦁉	糹女 ib
𦁊	糹卜 iy
𦁎	糹日 io
𦁏	糹乚 ia
𦁐	糹凵 im
𦁕	糹心 ih
𦁖	糹由 id
𦁗	糹丿 it
𦁙	糹儿 ip
𦁛	糹木 ie
𦁜	糹木 ie
𦁲	糹虎 iz
𦁳	糹子 ih
𦁶	糹人 ij
𦂀	糹又 ir
𦂄	糹白 iu
𦂅	糹木 ie
𦂆	糹廴 iu
𦂈	糹⺝ iv
𦂋	糹木 ie
𦂌	土糸 gi
𦂍	糹口 id
𦂑	糹口 id
𦂒	糹刂 ip
𦂔	糹力 is
𦂖	糹廾 il
𦃄	糹 ir
𦃇	糹虎 iz
𦃊	糹木 ie
𦃒	糹示 if
𦃓	糹田 iq
𦃔	糹鬲 in
𦃕	糹心 ih
𦃖	糹刂 ip
𦃘	糹辛 in
𦃡	糹糸 ii
𦃢	厂糸 xi
𦃽	糹巴 im
𦄂	糹巾 ir
𦄊	户糸 mi
𦄋	糹鳥 ix
𦄍	糹乂 ib
𦄏	糹⺝ iv
𦄑	糹 ib
𦄓	糹儿 ip
𦄔	糹至 iy
𦄜	糹示 if
𦄼	糹頁 iw
𦄽	糹木 ie
𦅀	糹寸 ik
𦅃	糹灬 ic
𦅄	糹攵 ih
𦅆	糹大 im
𦅈	糹彡 ie
𦅊	糹日 io
𦅋	糹心 ih
𦅏	糹而 il
𦅑	糹目 iq
𦅵	糹 is
𦅶	糹亾 if
𦅷	糹日 io
𦅸	月糸 vi
𦅺	糹皿 ia
𦅼	糹言 is
𦅿	糹車 iy
𦆀	糹欠 ie
𦆄	糹丿 it
𦆆	糹 ic
𦆋	糹貝 io
𦆌	糹大 im
𦆍	糹龰 is
𦆘	糹儿 ip
𦆞	糹㐄 iv
𦆟	糹豕 ij
𦆤	糹 if
𦆦	糹疋 it
𦆸	糹辶 iu
𦆾	龶十 an
𦇀	糹心 ih
𦇁	糹攵 ih
𦇅	糹貝 io
𦇎	糹心 ih
𦇔	糹止 is
𦇖	糹頁 iw
𦇘	糹禾 ix
𦇙	糹 iu
𦇛	糹貝 io
𦇧	糹刂 ip
𦇪	糹丶 ii
𦇬	糹口 id
𦇭	糹辶 iu
𦇱	糹又 ir
𦇲	糹土 ig
𦈃	糹 it
𦈈	纟丶 ii
𦈦	缶火 ac
𦈧	缶不 ac
𦈰	缶土 ag
𦈲	缶亥 ak
𦈶	缶口 ad
𦈺	缶口 ad
𦈻	缶戈 ap
𦉂	缶里 ad
𦉆	缶一 af
𦉉	缶田 aq
𦉐	缶瓦 ar
𦉟	缶齒 al
𦉬	罒丁 ya
𦉹	罒丶 yi
𦊁	罒匕 yv
𦊂	罒彑 yb
𦊃	罒乛 ya
𦊊	罒大 ym
𦊎	罒示 yf
𦊐	罒コ yn
𦊓	罒龴 yk
𦊘	冂禾 mx
𦊦	冎巳 fv
𦊪	冂口 md
𦊫	罒光 ym
𦊹	冂各 ms
𦊻	囗木 re
𦊼	罒口 yd
𦊽	罒豕 yj
𦊾	罒口 yd
𦋅	罒土 yg
𦋆	罒瓜 yy
𦋈	罒戈 yp
𦋉	罒又 yr
𦋓	罒⺋ yz
𦋔	冂氺 mk
𦋞	罒刂 yp
𦋡	罒木 ye
𦋢	冂刂 mp
𦋩	冂丶 mi
𦋪	罒廴 yu
𦋰	罒 yc
𦋳	罒止 ys
𦋿	罒曰 yo
𦌀	罒彡 ye
𦌁	罒女 yb
𦌆	冂木 me
𦌉	罒攵 yh
𦌋	罒土 yg
𦌕	罒各 ys
𦌗	罒欠 ye
𦌚	罒大 ym
𦌟	罒氺 yk
𦌡	罒黾 yd
𦌢	罒𢎨 yt
𦌦	罒瓜 yy
𦌩	罒又 yr
𦌬	罒㐄 yv
𦌰	罒可 yz
𦌿	罒鹿 yx
𦍄	罒厶 yk
𦍏	⺶人 gj
𦍦	⺶凵 gm
𦍭	⺶瓦 gr
𦍲	歺羊 gg
𦍴	⺶小 gy
𦍵	⺶句 gg
𦍷	⺶皮 gr
𦍸	⺷寸 gk
𦍺	⺶子 gh
𦍼	⺶一 gf
𦎄	⺶匕 gv
𦎇	⺶豕 gj
𦎈	⺶用 gt
𦎌	⺶口 gd
𦎎	⺶甫 gn
𦎏	⺶束 gx
𦎐	⺶里 gd
𦎞	⺶乚 ga
𦎧	⺸ gg
𦎭	⺶夊 gh
𦎮	⺶又 gr
𦎰	⺶ gf
𦎱	⺶口 gd
𦎵	⺶匕 gv
𦎸	⺶貝 go
𦎹	⺶女 gb
𦏂	⺶口 gd
𦏅	⺶欠 ge
𦏆	⺶里 gd
𦏇	羊㇏ gi
𦏔	⺶口 gd
𦏕	⺶虫 gc
𦏜	羊 pg
𦏢	⺶貝 go
𦏤	⺶可 gz
𦏥	⺶大 gm
𦏦	⺶攵 gh
𦏱	⺶厶 gk
𦏳	羽乚 za
𦏸	羽也 ze
𦏹	羽干 ze
𦏺	工羽 uz
𦏿	山羽 vz
𦐁	也羽 ez
𦐅	羽及 zc
𦐆	羽巴 zm
𦐈	八羽 hz
𦐍	羽人 zj
𦐖	羽八 zh
𦐛	句羽 gz
𦐠	羽丶 zi
𦐣	羽未 za
𦐦	羽各 zs
𦐨	丿羽 tz
𦐰	土羽 gz
𦐹	羽辛 zn
𦐿	羽廴 zu
𦑎	羽乚 za
𦑛	羽又 zr
𦑟	羽言 zs
𦑠	羽王 zn
𦑱	冖羽 wz
𦑾	羽日 zo
𦒁	羽工 zu
𦒅	羽夫 zh
𦒆	羽羽 zz
𦒎	羽心 zh
𦒏	羽儿 zp
𦒐	羽攵 zh
𦒴	老山 qv
𦒶	耂 qe
𦒺	老又 qr
𦒻	耂口 qd
𦓍	耂二 qm
𦓎	而刂 lp
𦓐	丿⺵ ty
𦓔	而而 ll
𦓕	而丿 lt
𦓖	而心 lh
𦓤	𦓤 al
𦓥	⽾卩 az
𦓧	耒八 ah
𦓬	⽾丷 ah
𦓯	⽾土 ag
𦓰	⽾王 an
𦓱	⽾各 as
𦓳	耒八 ah
𦓴	⽾⺼ av
𦓹	⽾人 aj
𦓻	⽾ ae
𦓼	⽾匕 av
𦓽	⽾女 ab
𦔂	⽾ at
𦔃	⽾大 am
𦔄	⽾目 aq
𦔅	⽾犬 am
𦔈	耒矢 ao
𦔉	⽾里 ad
𦔋	⽾耳 aq
𦔌	⽾日 ao
𦔔	⽾又 ar
𦔖	耒辶 au
𦔗	⽾厶 ak
𦔛	⽾里 ad
𦔜	⽾八 ah
𦔠	⽾十 an
𦔦	⽾曰 ao
𦔫	⽾八 ah
𦔭	⽾ ar
𦔮	耳㇗ qa
𦔷	耳幺 qi
𦔸	耳工 qu
𦔹	耳丶 qi
𦔿	耳大 qm
𦕆	耳牙 ql
𦕏	耳丨 qg
𦕒	耳口 qd
𦕙	耳句 qg
𦕠	耳八 qh
𦕰	耳木 qe
𦕵	耳牛 qq
𦕷	耳水 qk
𦕸	耳里 qd
𦕽	耳丨 qg
𦖀	耳子 qh
𦖈	耳乚 qa
𦖉	耳亡 qf
𦖊	耳可 qz
𦖋	耳士 qg
𦖍	耳木 qe
𦖐	耳卩 qz
𦖢	耳音 qx
𦖤	耳生 ql
𦖦	耳頁 qw
𦖺	耳幺 qi
𦖼	耳 qf
𦖾	耳 qc
𦗀	耳 qh
𦗋	耳谷 qh
𦗍	耳方 ql
𦗒	耳阝 qt
𦗓	耳鹿 qx
𦗔	耳木 qe
𦗗	耳白 qu
𦗛	耳口 qd
𦗜	耳龰 qs
𦗟	耳心 qh
𦗢	耳口 qd
𦗣	耳黑 qp
𦗧	耳口 qd
𦗨	耳毛 qv
𦗳	耳辰 qf
𦗴	耳田 qq
𦗻	耳辶 qu
𦘊	耳止 qs
𦘔	聿彡 be
𦘩	月八 vh
𦘲	月入 vj
𦘵	月九 vk
𦘶	月川 vo
𦘹	月山 vv
𦘿	月又 vr
𦙀	月又 vr
𦙆	月氏 vb
𦙉	月几 vo
𦙋	月 vv
𦙙	月水 vk
𦙜	月⺋ vz
𦙝	月丁 va
𦙧	冂丿 mt
𦙫	月止 vs
𦙮	月穴 ve
𦙱	月冊 vi
𦙴	月王 vn
𦙵	夕⺼ lv
𦙸	月用 vt
𦙹	月乂 vb
𦙻	月火 vc
𦚈	月石 vm
𦚊	月ㄅ va
𦚐	月匕 vv
𦚓	冂 mu
𦚝	月水 vk
𦚞	月王 vn
𦚟	月 vq
𦚡	月皿 va
𦚣	月艮 vi
𦚥	月缶 va
𦚦	月一 vf
𦚧	月日 vo
𦚩	月木 ve
𦚫	月大 vm
𦚸	月一 vf
𦛅	冂女 mb
𦛐	月巴 vm
𦛓	月臼 vp
𦛔	月疋 vt
𦛕	月力 vs
𦛗	⺼口 vd
𦛘	月 vc
𦛙	月㇆ va
𦛚	月口 vd
𦛜	月口 vd
𦛞	月巴 vm
𦛟	月 vb
𦛢	月王 vn
𦛣	月走 vp
𦛧	月火 vc
𦛰	月辶 vu
𦛱	月谷 vh
𦛲	月用 vt
𦜁	冂丰 ma
𦜄	月夊 vh
𦜇	月凵 vm
𦜊	月木 ve
𦜋	月刂 vp
𦜍	月攵 vh
𦜎	月三 vt
𦜏	月犬 vm
𦜐	月㠯 vk
𦜒	月夊 vh
𦜓	月欠 ve
𦜖	月 vc
𦜛	月九 vk
𦜭	月廾 vl
𦜯	月灬 vc
𦜰	月十 vn
𦜱	月虫 vc
𦜳	月月 vv
𦜴	月⺝ vv
𦜷	月日 vo
𦝏	月 vk
𦝒	月又 vr
𦝔	月口 vd
𦝖	月⺝ vv
𦝚	月皿 va
𦝛	月韋 vg
𦝝	⺼大 vm
𦝞	月丁 va
𦝟	月里 vd
𦝢	月大 vm
𦝣	月各 vs
𦝤	月业 vc
𦝦	月⺝ vv
𦝧	月㇗ va
𦝨	月白 vu
𦝬	月犬 vm
𦝴	月镸 vp
𦝷	月廾 vl
𦞁	月口 vd
𦞆	月土 vg
𦞇	月⽱ vv
𦞈	月矢 vo
𦞌	月一 vf
𦞖	月目 vq
𦞙	月鬼 va
𦞚	月⺝ vv
𦞝	月米 vp
𦞟	月皿 va
𦞡	月巴 vm
𦞣	月虫 vc
𦞤	月辛 vn
𦞥	月土 vg
𦞨	⺼口 vd
𦞭	月瓜 vy
𦞱	冂鬼 ma
𦞲	月虫 vc
𦞽	月骨 vf
𦟂	月辶 vu
𦟃	月羊 vg
𦟄	月木 ve
𦟓	月⺝ vv
𦟔	月夊 vh
𦟕	月日 vo
𦟘	月八 vh
𦟙	月灬 vc
𦟛	月 vt
𦟜	月貝 vo
𦟟	月麻 vz
𦟠	月小 vy
𦟣	月夊 vh
𦟤	月土 vg
𦟮	月廾 vl
𦟱	月白 vu
𦟳	月木 ve
𦠁	束 vx
𦠄	月丶 vi
𦠅	月寸 vk
𦠇	月曰 vo
𦠉	月豆 vz
𦠖	月巳 vv
𦠛	月曰 vo
𦠜	月 vu
𦠟	月斤 vt
𦠠	月斤 vt
𦠢	月尤 vo
𦠣	月攵 vh
𦠦	月 vo
𦠪	人人 jj
𦠷	丿⺝ tv
𦠹	火 vc
𦠺	匕 vv
𦠻	月貝 vo
𦠾	月戈 vp
𦡂	月里 vd
𦡄	月阝 vt
𦡅	月酉 vy
𦡆	月凵 vm
𦡕	月巳 vv
𦡪	月豆 vz
𦡫	月戈 vp
𦡲	月丁 va
𦡴	月寸 vk
𦡷	月寸 vk
𦡹	月灬 vc
𦡽	月黄 vn
𦢊	月氺 vk
𦢎	月黄 vn
𦢐	月厶 vk
𦢣	月乂 vb
𦢧	⺼目 vq
𦢩	月 va
𦢯	月 vh
𦢺	月灬 vc
𦣀	月耳 vq
𦣂	月豆 vz
𦣍	月大 vm
𦣒	月又 vr
𦣘	月 vt
𦣛	月心 vh
𦣜	月矢 vo
𦣥	臣丿 qt
𦣦	臣臣 qq
𦣧	臣 qi
𦣨	臣士 qg
